DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm_Cd1,Crm_Cd2,Crm_Cd3,Crm_Cd4,LOCATION,Cross Street,LAT,LON
201713714,8/31/2020 0:00,10/11/2019 0:00,1,17,Devonshire,1754,2,354,THEFT OF IDENTITY,,28,M,H,751,WEBSITE,,,IC,Invest Cont,354,,,,18500    MAYALL                       ST,,34.2533,-118.5361
191807582,3/3/2019 0:00,3/3/2019 0:00,1315,18,Southeast,1837,2,624,BATTERY - SIMPLE ASSAULT,0416 1202 0919,76,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,103RD,GRANDEE,33.9432,-118.2435
190204358,1/6/2019 0:00,1/6/2019 0:00,1915,2,Rampart,211,1,350,"THEFT, PERSON",0305 0346 1822 0216,29,F,W,101,STREET,,,IC,Invest Cont,350,,,,HELIOTROPE,CLINTON,34.081,-118.2953
190713032,6/30/2019 0:00,6/30/2019 0:00,1530,7,Wilshire,721,1,210,ROBBERY,0945 0325 0431,52,M,W,203,OTHER BUSINESS,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,100 N  ROBERTSON                    BL,,34.0753,-118.3837
190810182,5/23/2019 0:00,5/23/2019 0:00,1714,8,West LA,826,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0917 0344 0380 0377 1822,63,F,W,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,440,,,,11900 W  SAN VICENTE                  BL,,34.0571,-118.474
191017670,11/13/2019 0:00,11/2/2019 0:00,1410,10,West Valley,1065,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,44,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5500    NEWCASTLE                    AV,,34.1707,-118.5244
191912502,6/27/2019 0:00,6/27/2019 0:00,125,19,Mission,1998,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,20,M,O,401,MINI-MART,,,IC,Invest Cont,442,,,,7800    VAN NUYS                     BL,,34.212,-118.4488
190913869,7/17/2019 0:00,7/16/2019 0:00,901,9,Van Nuys,904,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,32,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,14500    SATICOY                      ST,,34.2084,-118.4599
192006382,2/19/2019 0:00,2/19/2019 0:00,1300,20,Olympic,2088,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0202 0104 0315 0344,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,440,,,,1600 S  HOOVER                       ST,,34.0421,-118.2879
191229513,12/21/2019 0:00,12/20/2019 0:00,2200,12,77th Street,1241,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0913 1300,28,M,B,101,STREET,,,IC,Invest Cont,420,,,,CRENSHAW                     BL,HYDE PARK                    BL,33.9806,-118.3309
191715230,9/12/2019 0:00,9/12/2019 0:00,1950,17,Devonshire,1735,1,310,BURGLARY,1606 0344 0321 0352,40,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,17900    SAN FERNANDO MISSION         BL,,34.2722,-118.5235
190207895,3/12/2019 0:00,3/11/2019 0:00,2000,2,Rampart,245,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,WILSHIRE                     BL,ALVARADO                     ST,34.0597,-118.2795
191706513,2/24/2019 0:00,2/24/2019 0:00,1800,17,Devonshire,1729,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0337 0329 2004 1609,70,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,740,,,,17200    DONMETZ                      ST,,34.2736,-118.5075
192017948,10/6/2019 0:00,10/5/2019 0:00,1800,20,Olympic,2036,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0446 0444 0408 0429,41,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,700 S  NEW HAMPSHIRE                AV,,34.0598,-118.2929
191905914,2/11/2019 0:00,2/10/2019 0:00,2250,19,Mission,1952,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0408 1814,22,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,930,,,DEVONSHIRE,SEPULVEDA,34.2573,-118.4674
191813560,6/4/2019 0:00,6/4/2019 0:00,1720,18,Southeast,1842,2,624,BATTERY - SIMPLE ASSAULT,0913 0444,56,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11100 S  BROADWAY,,33.9348,-118.2781
191713893,8/8/2019 0:00,8/8/2019 0:00,955,17,Devonshire,1751,1,761,BRANDISH WEAPON,2004 0202 1202 0334 0387 1501,73,M,W,727,SHOPPING MALL (COMMON AREA),200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,21500    DEVONSHIRE                   ST,,34.2573,-118.5988
190719220,11/8/2019 0:00,11/7/2019 0:00,800,7,Wilshire,749,1,310,BURGLARY,0344 1607,69,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 S  WINDSOR                      BL,,34.0598,-118.3225
191700613,4/6/2019 0:00,4/6/2019 0:00,2120,17,Devonshire,1723,1,761,BRANDISH WEAPON,0334 0443 1402 2024,42,M,W,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761,998,,,10800    VARIEL                       AV,,34.2668,-118.593
190417790,12/9/2019 0:00,12/9/2019 0:00,1955,4,Hollenbeck,429,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0408,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,5300    HUNTINGTON                   DR,,34.0897,-118.167
190115863,6/12/2019 0:00,6/12/2019 0:00,1,1,Central,143,2,354,THEFT OF IDENTITY,377,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 W  5TH                          ST,,34.0488,-118.25
191012323,7/16/2019 0:00,5/6/2019 0:00,1530,10,West Valley,1028,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1402 1258 0515 0913 2021 0532 0543,7,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,998,,6700    BALBOA                       BL,,34.1927,-118.5011
191821201,10/10/2019 0:00,10/10/2019 0:00,610,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,301,GAS STATION,,,IC,Invest Cont,510,,,,9900 S  MAIN                         ST,,33.9465,-118.2739
191521186,11/27/2019 0:00,11/27/2019 0:00,30,15,N Hollywood,1547,1,121,"RAPE, FORCIBLE",0522 0528 1259 1822 0512,15,F,A,116,OTHER/OUTSIDE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,MAGNOLIA,TUJUNGA,34.1649,-118.379
190811257,6/14/2019 0:00,5/30/2019 0:00,100,8,West LA,835,2,946,OTHER MISCELLANEOUS CRIME,0340 0319 0917,26,M,B,755,VETERINARIAN/ANIMAL HOSPITAL,,,AO,Adult Other,946,,,,1900 S  SEPULVEDA                    BL,,34.0445,-118.4416
190308956,3/18/2019 0:00,3/3/2019 0:00,1300,3,Southwest,363,1,330,BURGLARY FROM VEHICLE,0344 0377 1300 1607,50,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,4000    CRENSHAW                     BL,,34.0124,-118.3351
191610058,6/8/2019 0:00,6/8/2019 0:00,1610,16,Foothill,1654,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2000 1814,31,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,12400    WINGO                        ST,,34.2557,-118.4057
192116604,10/3/2019 0:00,10/2/2019 0:00,900,21,Topanga,2157,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,6700    DE SOTO                      AV,,34.1921,-118.5884
191417135,7/30/2019 0:00,7/30/2019 0:00,430,14,Pacific,1409,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9400    VENICE                       BL,,34.0254,-118.395
190309072,3/20/2019 0:00,3/20/2019 0:00,1413,3,Southwest,363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,4000    CRENSHAW                     BL,,34.0124,-118.3351
190707132,3/4/2019 0:00,3/4/2019 0:00,1820,7,Wilshire,722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1258 1822 0202,13,M,H,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,440,,,,100 N  LA CIENEGA                   BL,,34.0746,-118.3765
191215704,6/9/2019 0:00,6/9/2019 0:00,1350,12,77th Street,1218,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 1251 1259,17,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,800 W  57TH                         ST,,33.9905,-118.2871
190408514,4/13/2019 0:00,4/13/2019 0:00,1320,4,Hollenbeck,429,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,64,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,5400    KEATS                        ST,,34.0912,-118.1613
190412704,7/27/2019 0:00,7/26/2019 0:00,1400,4,Hollenbeck,457,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,47,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,2400    BOULDER                      ST,,34.0495,-118.2061
191300505,1/5/2019 0:00,1/5/2019 0:00,429,13,Newton,1313,1,310,BURGLARY,0344 1402 0358 1609,0,M,H,202,LIQUOR STORE,,,IC,Invest Cont,310,998,,,1900 S  SAN PEDRO                    ST,,34.0277,-118.2574
192111840,6/23/2019 0:00,6/22/2019 0:00,2130,21,Topanga,2129,1,330,BURGLARY FROM VEHICLE,1307 0385,41,M,H,101,STREET,,,IC,Invest Cont,330,,,,7700    WINNETKA                     AV,,34.2108,-118.571
190907536,3/6/2019 0:00,3/3/2019 0:00,1715,9,Van Nuys,923,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0443,65,M,W,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,930,,,,6500    COLUMBUS                     AV,,34.1885,-118.464
191220752,8/18/2019 0:00,8/18/2019 0:00,400,12,77th Street,1258,2,940,EXTORTION,1202,69,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,100 W  77TH                         ST,,33.9699,-118.2739
191907942,3/26/2019 0:00,3/26/2019 0:00,1230,19,Mission,1906,1,210,ROBBERY,2002 0416 2000 0408 0913,47,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,236,,,13400    OSCAR                        ST,,34.3214,-118.4252
191514621,7/24/2019 0:00,7/24/2019 0:00,1040,15,N Hollywood,1535,2,888,TRESPASSING,2004,50,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,5600    TUJUNGA                      AV,,34.1758,-118.3834
191920496,12/12/2019 0:00,12/11/2019 0:00,1300,19,Mission,1921,2,946,OTHER MISCELLANEOUS CRIME,329,34,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,946,,,,12700    SAN FERNANDO                 RD,,34.309,-118.4719
191208221,3/3/2019 0:00,3/3/2019 0:00,1245,12,77th Street,1251,2,624,BATTERY - SIMPLE ASSAULT,1202 0305 1822 0400 0416 0910,71,F,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3200 W  FLORENCE                     AV,,33.9746,-118.3285
192000736,7/5/2019 0:00,7/5/2019 0:00,1340,20,Olympic,2011,1,320,"BURGLARY, ATTEMPTED",1402,50,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,998,,,200 N  WILTON                       PL,,34.0746,-118.3136
190607923,3/10/2019 0:00,3/10/2019 0:00,1820,6,Hollywood,636,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1238 1202,62,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6600    FRANKLIN                     AV,,34.1052,-118.3333
192020351,11/21/2019 0:00,11/21/2019 0:00,2310,20,Olympic,2055,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0388,52,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,998,,,DEWEY                        ST,OLYMPIC                      BL,34.0527,-118.2958
190412266,7/16/2019 0:00,7/16/2019 0:00,2050,4,Hollenbeck,424,2,624,BATTERY - SIMPLE ASSAULT,416,62,F,W,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2000    LINCOLN PARK                 AV,,34.0678,-118.2024
191616760,11/22/2019 0:00,11/19/2019 0:00,1200,16,Foothill,1622,2,354,THEFT OF IDENTITY,1822 0929,64,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13600    FILMORE                      ST,,34.2666,-118.4287
190112950,5/3/2019 0:00,3/31/2019 0:00,1800,1,Central,164,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344,36,M,B,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,341,,,,W  6TH                          ST,S  SPRING                       ST,34.046,-118.2509
191008846,4/23/2019 0:00,2/23/2019 0:00,1400,10,West Valley,1031,2,661,UNAUTHORIZED COMPUTER ACCESS,1501,35,F,B,602,BANK,,,IC,Invest Cont,661,,,,19300    VICTORY                      BL,,34.1866,-118.5535
191014921,9/12/2019 0:00,9/12/2019 0:00,1050,10,West Valley,1025,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0444,29,F,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6800    RESEDA                       BL,,34.1939,-118.536
190714908,8/9/2019 0:00,7/15/2019 0:00,1755,7,Wilshire,715,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,300 N  LA BREA                      AV,,34.0782,-118.3463
192106934,3/7/2019 0:00,3/6/2019 0:00,800,21,Topanga,2142,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,23400    FRIAR                        ST,,34.1856,-118.6368
190910460,5/6/2019 0:00,4/23/2019 0:00,1200,9,Van Nuys,937,2,662,"BUNCO, GRAND THEFT",0344 0800,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,6300    COSTELLO                     AV,,34.185,-118.4377
191215430,6/5/2019 0:00,6/5/2019 0:00,1800,12,77th Street,1256,1,330,BURGLARY FROM VEHICLE,1606 0344 0321,51,F,B,101,STREET,,,IC,Invest Cont,330,,,,VERMONT                      AV,74TH                         ST,33.9727,-118.2914
192104204,1/6/2019 0:00,1/6/2019 0:00,1430,21,Topanga,2156,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,46,F,W,108,PARKING LOT,,,IC,Invest Cont,740,,,,6300    TOPANGA CANYON               BL,,34.185,-118.6059
190322531,10/12/2019 0:00,10/12/2019 0:00,1400,3,Southwest,376,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,39,M,H,101,STREET,,,IC,Invest Cont,341,,,,3800 S  WESTERN                      AV,,34.0174,-118.3089
190906131,2/12/2019 0:00,2/12/2019 0:00,1515,9,Van Nuys,926,2,888,TRESPASSING,1202 1501,65,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,6600    LENNOX                       AV,,34.1916,-118.4454
192020894,12/4/2019 0:00,12/3/2019 0:00,1800,20,Olympic,2093,1,330,BURGLARY FROM VEHICLE,0344 0329,53,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1900    LA SALLE                     AV,,34.04,-118.3008
191322678,11/22/2019 0:00,11/21/2019 0:00,900,13,Newton,1362,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 E  50TH                         ST,,33.9975,-118.2718
191819399,9/10/2019 0:00,9/9/2019 0:00,2200,18,Southeast,1804,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329,80,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,600 E  87TH                         ST,,33.9592,-118.2651
202104805,1/18/2020 0:00,1/18/2019 0:00,1100,21,Topanga,2139,2,888,TRESPASSING,2004,0,M,W,208,AUTO SALES LOT,,,IC,Invest Cont,888,,,,19700    SHERMAN                      WY,,34.2047,-118.5688
190612878,6/2/2019 0:00,6/1/2019 0:00,2130,6,Hollywood,645,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,28,M,W,102,SIDEWALK,,,IC,Invest Cont,341,,,,HOLLYWOOD                    BL,ORANGE                       DR,34.1016,-118.3414
190210971,5/8/2019 0:00,4/26/2019 0:00,1445,2,Rampart,257,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0352 0344,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,500    UNION                        DR,,34.058,-118.2682
192105517,2/4/2019 0:00,2/4/2019 0:00,1400,21,Topanga,2185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,31,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,440,,,,22100    INDEPENDENCIA                ST,,34.1531,-118.6079
190623628,12/11/2019 0:00,12/11/2019 0:00,1240,6,Hollywood,645,2,624,BATTERY - SIMPLE ASSAULT,416,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
192112907,7/17/2019 0:00,7/16/2019 0:00,2000,21,Topanga,2133,2,354,THEFT OF IDENTITY,0930 1822,48,M,H,101,STREET,,,AA,Adult Arrest,354,,,,GAULT                        ST,ROYER                        AV,34.1987,-118.6278
190507703,3/25/2019 0:00,3/25/2019 0:00,2238,5,Harbor,532,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,1000    BAYVIEW                      AV,,33.7825,-118.2701
190323882,11/3/2019 0:00,11/3/2019 0:00,930,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1251 0400 0216,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,3800    NICOLET                      AV,,34.0171,-118.3531
191204448,1/7/2019 0:00,1/7/2019 0:00,955,12,77th Street,1253,2,624,BATTERY - SIMPLE ASSAULT,0216 0400 0416 0305 0444 0429 0913 1300,33,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1700 W  FLORENCE                     AV,,33.9746,-118.3068
190910831,5/14/2019 0:00,5/13/2019 0:00,1120,9,Van Nuys,926,1,480,BIKE - STOLEN,344,34,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,6700    MURIETTA                     AV,,34.1917,-118.4388
190409516,5/6/2019 0:00,5/6/2019 0:00,920,4,Hollenbeck,499,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,UNION PACIFIC,ESPERANZA,34.0165,-118.201
191814315,6/16/2019 0:00,6/15/2019 0:00,2300,18,Southeast,1802,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,29,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100 E  92ND                         ST,,33.9529,-118.2739
190324820,11/18/2019 0:00,11/15/2019 0:00,2300,3,Southwest,362,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,AUGUST                       ST,ROXANNE                      AV,34.0162,-118.3482
191019219,12/20/2019 0:00,12/20/2019 0:00,830,10,West Valley,1075,2,901,VIOLATION OF RESTRAINING ORDER,2038 1813,46,F,W,704,ELEMENTARY SCHOOL,,,AO,Adult Other,901,,,,5000    NESTLE                       AV,,34.161,-118.5315
191822532,11/1/2019 0:00,10/31/2019 0:00,1330,18,Southeast,1841,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202 0121 0342 0701,67,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,700 W  113TH                        ST,,33.9322,-118.2869
191513885,7/11/2019 0:00,6/25/2019 0:00,1930,15,N Hollywood,1535,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1810,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,11400    MIRANDA                      ST,,34.175,-118.379
190619304,9/19/2019 0:00,9/19/2019 0:00,510,6,Hollywood,636,2,662,"BUNCO, GRAND THEFT",1606 0344,55,M,W,101,STREET,,,IC,Invest Cont,662,,,,1700    VINE                         ST,,34.1034,-118.3325
191412506,5/18/2019 0:00,5/16/2019 0:00,2100,14,Pacific,1412,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,M,X,103,ALLEY,,,IC,Invest Cont,740,,,,00    OZONE                        AV,,33.9957,-118.4805
191216895,6/25/2019 0:00,6/22/2019 0:00,1600,12,77th Street,1241,1,350,"THEFT, PERSON",0344 1822 0342 1240,23,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,63RD                         ST,BRYNHURST,33.9829,-118.3338
200705744,12/20/2019 0:00,12/19/2019 0:00,1445,7,Wilshire,732,1,330,BURGLARY FROM VEHICLE,1300 0344,51,F,W,101,STREET,,,IC,Invest Cont,330,,,,6100    ORANGE                       ST,,34.064,-118.3614
191410453,4/16/2019 0:00,4/14/2019 0:00,2330,14,Pacific,1415,2,624,BATTERY - SIMPLE ASSAULT,0447 1236 2004,47,M,B,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,900    LINCOLN                      BL,,33.9985,-118.462
192020500,11/25/2019 0:00,11/25/2019 0:00,1100,20,Olympic,2002,2,624,BATTERY - SIMPLE ASSAULT,1810 0416 0446 0443 0448 0444,24,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4700    OAKWOOD                      AV,,34.0773,-118.3091
190620611,10/13/2019 0:00,10/13/2019 0:00,1942,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,0344 1609 0329,42,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,1600 N  HIGHLAND                     AV,,34.0997,-118.3387
190223876,12/27/2019 0:00,12/20/2019 0:00,455,2,Rampart,233,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1822 0202,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,200 S  LAFAYETTE PARK               PL,,34.0692,-118.2792
191219431,7/31/2019 0:00,7/29/2019 0:00,2000,12,77th Street,1203,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 W  51ST                         ST,,33.997,-118.3089
190223529,12/19/2019 0:00,12/19/2019 0:00,1755,2,Rampart,266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0419 0429 0400 0416 0446 1309,24,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,800    BEACON                       AV,,34.0521,-118.2738
191314849,7/11/2019 0:00,7/11/2019 0:00,2330,13,Newton,1362,2,624,BATTERY - SIMPLE ASSAULT,416,56,M,H,146,PATIO*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E  52ND                         ST,,33.9981,-118.2697
192013606,7/13/2019 0:00,6/26/2019 0:00,1800,20,Olympic,2069,2,354,THEFT OF IDENTITY,0100 0929,39,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100    ARAPAHOE                     ST,,34.0508,-118.2854
190713314,7/7/2019 0:00,7/4/2019 0:00,1905,7,Wilshire,722,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0325 0342 0104,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,8400 W  3RD                          ST,,34.073,-118.3731
190311325,4/22/2019 0:00,4/22/2019 0:00,900,3,Southwest,359,2,933,PROWLER,2004 1501,0,X,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,933,,,,3700    FLOWER                       ST,,34.0178,-118.2811
190415811,10/16/2019 0:00,9/28/2019 0:00,1352,4,Hollenbeck,479,2,354,THEFT OF IDENTITY,100,33,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,3500    SABINA                       ST,,34.0288,-118.1971
190313761,5/28/2019 0:00,5/28/2019 0:00,1600,3,Southwest,375,1,220,ATTEMPTED ROBBERY,1822 2024 0342 1251 1259,15,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,WESTERN                      AV,38TH                         ST,34.0174,-118.3089
191823011,11/11/2019 0:00,11/10/2019 0:00,2350,18,Southeast,1863,2,946,OTHER MISCELLANEOUS CRIME,1239 0603 0913,59,X,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,300 E  120TH                        ST,,33.9237,-118.2696
190817545,10/27/2019 0:00,10/27/2019 0:00,1535,8,West LA,889,2,888,TRESPASSING,2003 0359 1202,68,M,W,101,STREET,,,AO,Adult Other,888,,,,1900 S  PREUSS                       RD,,34.0447,-118.3853
